entry_time,exit_time,side,entry_price,exit_price,bars_held,gross_return,entry_reason,exit_reason
2025-12-23 21:15:00,2025-12-23 22:00:00,long,16812.0,16809.0,3,-0.00017844396859386153,做多,时间止损
2026-01-13 22:15:00,2026-01-13 23:00:00,long,22282.0,22316.0,3,0.0015258953415312809,做多,时间止损
2026-01-27 22:45:00,2026-01-27 23:30:00,short,27649.0,27753.0,3,-0.0037614380266917428,追空,时间止损
2026-02-06 09:00:00,2026-02-06 09:45:00,short,18334.0,18372.0,3,-0.002072651903567143,追空,时间止损
2026-02-13 00:45:00,2026-02-13 01:30:00,long,19518.0,19623.0,3,0.005379649554257608,做多,时间止损
