entry_time,exit_time,side,entry_price,exit_price,bars_held,gross_return,entry_reason,exit_reason
2021-02-19 22:15:00,2021-02-19 22:30:00,short,5698.0,5700.0,1,-0.000351000351000351,追空,分歧延续
2025-12-23 21:30:00,2025-12-23 21:45:00,long,16866.0,16812.0,1,-0.0032017075773745998,做多,分歧延续
2026-01-13 22:30:00,2026-01-13 23:15:00,short,22305.0,22223.0,3,0.0036763057610401254,追空,分歧延续
2026-01-26 21:30:00,2026-01-26 21:45:00,short,27705.0,27581.0,1,0.004475726403176322,追空,分歧延续
2026-01-27 23:00:00,2026-01-27 23:15:00,short,27290.0,27588.0,1,-0.01091975082447783,追空,分歧延续
2026-02-06 09:15:00,2026-02-06 09:30:00,short,18087.0,18196.0,1,-0.006026427821086968,追空,分歧延续
2026-02-13 01:00:00,2026-02-13 01:15:00,long,19580.0,19644.0,1,0.003268641470888662,做多,分歧延续
2026-02-25 14:00:00,2026-02-25 14:15:00,short,23063.0,22981.0,1,0.003555478472011447,追空,分歧延续
