entry_time,exit_time,side,entry_price,exit_price,bars_held,gross_return,entry_reason,exit_reason
2021-02-19 22:15:00,2021-02-19 23:00:00,short,5698.0,5709.0,3,-0.0019305019305019305,追空,时间止损
2025-12-23 21:30:00,2025-12-23 22:15:00,long,16866.0,16762.0,3,-0.006166251630499229,做多,时间止损
2026-01-13 22:30:00,2026-01-13 23:15:00,short,22305.0,22223.0,3,0.0036763057610401254,追空,时间止损
2026-01-26 21:30:00,2026-01-26 22:15:00,short,27705.0,27797.0,3,-0.0033207002346146903,追空,时间止损
2026-01-27 23:00:00,2026-01-27 23:45:00,short,27290.0,27890.0,3,-0.021986075485525832,追空,止损
2026-02-06 09:15:00,2026-02-06 10:00:00,short,18087.0,18394.0,3,-0.0169735168905844,追空,时间止损
2026-02-13 01:00:00,2026-02-13 01:45:00,long,19580.0,19385.0,3,-0.009959141981613892,做多,时间止损
2026-02-25 14:00:00,2026-02-25 14:45:00,short,23063.0,23029.0,3,0.001474222781077917,追空,时间止损
